id;submitdate;lastpage;startlanguage;seed;SAPSUS[SUS01];SAPSUS[SUS02];SAPSUS[SUS03];SAPSUS[SUS04];SAPSUS[SUS05];SAPSUS[SUS06];SAPSUS[SUS07];SAPSUS[SUS08];SAPSUS[SUS09];SAPSUS[SUS10];SAPUEQ[UEQ01];SAPUEQ[UEQ02];SAPUEQ[UEQ03];SAPUEQ[UEQ04];SAPUEQ[UEQ05];SAPUEQ[UEQ06];SAPUEQ[UEQ07];SAPUEQ[UEQ08];OracleSUS[SUS01];OracleSUS[SUS02];OracleSUS[SUS03];OracleSUS[SUS04];OracleSUS[SUS05];OracleSUS[SUS06];OracleSUS[SUS07];OracleSUS[SUS08];OracleSUS[SUS09];OracleSUS[SUS10];OracleUEQ[UEQ01];OracleUEQ[UEQ02];OracleUEQ[UEQ03];OracleUEQ[UEQ04];OracleUEQ[UEQ05];OracleUEQ[UEQ06];OracleUEQ[UEQ07];OracleUEQ[UEQ08];MicrosoftSUS[SUS01];MicrosoftSUS[SUS02];MicrosoftSUS[SUS03];MicrosoftSUS[SUS04];MicrosoftSUS[SUS05];MicrosoftSUS[SUS06];MicrosoftSUS[SUS07];MicrosoftSUS[SUS08];MicrosoftSUS[SUS09];MicrosoftSUS[SUS10];MicrosoftUEQ[UEQ01];MicrosoftUEQ[UEQ02];MicrosoftUEQ[UEQ03];MicrosoftUEQ[UEQ04];MicrosoftUEQ[UEQ05];MicrosoftUEQ[UEQ06];MicrosoftUEQ[UEQ07];MicrosoftUEQ[UEQ08];SalesforceSUS[SUS01];SalesforceSUS[SUS02];SalesforceSUS[SUS03];SalesforceSUS[SUS04];SalesforceSUS[SUS05];SalesforceSUS[SUS06];SalesforceSUS[SUS07];SalesforceSUS[SUS08];SalesforceSUS[SUS09];SalesforceSUS[SUS10];SalesforceUEQ[UEQ01];SalesforceUEQ[UEQ02];SalesforceUEQ[UEQ03];SalesforceUEQ[UEQ04];SalesforceUEQ[UEQ05];SalesforceUEQ[UEQ06];SalesforceUEQ[UEQ07];SalesforceUEQ[UEQ08];Age;Gender;Studies;Studies[other];Semester;ESFamiliarity[SAP];ESFamiliarity[Oracle];ESFamiliarity[Microsoft];ESFamiliarity[Salesforce];UsedOS[MacOS];UsedOS[Win];UsedOS[Linux];UsedOS[iOS];UsedOS[Android];UsedOS[Huawei];UsedOS[other]
246;01.01.80 00:00;69;de;623587019;7 (ich stimme voll und ganz zu);7 (ich stimme voll und ganz zu);5;7 (ich stimme voll und ganz zu);7 (ich stimme voll und ganz zu);7 (ich stimme voll und ganz zu);7 (ich stimme voll und ganz zu);7 (ich stimme voll und ganz zu);7 (ich stimme voll und ganz zu);7 (ich stimme voll und ganz zu);7;7;7;7;7;7;7;7;7 (ich stimme voll und ganz zu);7 (ich stimme voll und ganz zu);7 (ich stimme voll und ganz zu);7 (ich stimme voll und ganz zu);7 (ich stimme voll und ganz zu);7 (ich stimme voll und ganz zu);7 (ich stimme voll und ganz zu);7 (ich stimme voll und ganz zu);7 (ich stimme voll und ganz zu);7 (ich stimme voll und ganz zu);7;7;7;7;7;7;7;7;1 (ich stimme garnicht zu);7 (ich stimme voll und ganz zu);1 (ich stimme garnicht zu);7 (ich stimme voll und ganz zu);7 (ich stimme voll und ganz zu);1 (ich stimme garnicht zu);1 (ich stimme garnicht zu);7 (ich stimme voll und ganz zu);1 (ich stimme garnicht zu);7 (ich stimme voll und ganz zu);4;1;7;7;7;7;7;7;7 (ich stimme voll und ganz zu);7 (ich stimme voll und ganz zu);7 (ich stimme voll und ganz zu);7 (ich stimme voll und ganz zu);7 (ich stimme voll und ganz zu);7 (ich stimme voll und ganz zu);7 (ich stimme voll und ganz zu);7 (ich stimme voll und ganz zu);7 (ich stimme voll und ganz zu);7 (ich stimme voll und ganz zu);7;7;7;7;7;7;7;7;24;Weiblich;Betriebswirtschaftslehre;;2;2;1 (die GUI is mir nicht bekannt);7 (ich kenne mich sehr gut mit der GUI aus);1 (die GUI is mir nicht bekannt);Nein;Ja;Nein;Nein;Ja;Nein;
247;01.01.80 00:00;70;de;1629291758;5;2;3;2;6;2;5;4;5;3;5;4;5;5;3;5;2;2;7 (ich stimme voll und ganz zu);1 (ich stimme garnicht zu);7 (ich stimme voll und ganz zu);1 (ich stimme garnicht zu);7 (ich stimme voll und ganz zu);1 (ich stimme garnicht zu);7 (ich stimme voll und ganz zu);1 (ich stimme garnicht zu);7 (ich stimme voll und ganz zu);1 (ich stimme garnicht zu);6;7;7;6;2;3;2;2;3;6;3;3;3;6;3;6;3;3;2;2;2;2;1;1;5;6;6;2;5;2;3;2;7 (ich stimme voll und ganz zu);2;5;2;5;6;6;5;5;5;3;3;20;Männlich;Betriebswirtschaftslehre;;2;3;3;2;7 (ich kenne mich sehr gut mit der GUI aus);Ja;Ja;Nein;Ja;Nein;Nein;
250;01.01.80 00:00;71;de;905567700;3;6;2;5;1 (ich stimme garnicht zu);5;2;6;2;5;1;1;1;1;2;3;4;4;2;5;2;5;3;6;3;5;3;5;4;5;5;5;5;6;4;5;4;4;4;5;5;3;5;4;3;4;4;3;5;2;5;5;5;6;6;2;5;2;6;2;5;3;4;3;5;6;6;6;5;6;5;5;20;Weiblich;Angewandte Informatik/ Systems Engineering;;4;1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);Nein;Ja;Nein;Nein;Ja;Nein;
253;01.01.80 00:00;72;de;496012830;5;4;4;6;6;3;3;3;4;5;5;5;6;6;4;6;4;5;4;3;3;5;4;4;3;5;4;5;5;2;5;3;4;4;4;5;5;4;3;5;6;3;4;4;5;5;4;3;5;5;6;6;4;5;4;4;4;3;5;3;4;2;4;4;4;3;4;3;5;6;4;5;19;Männlich;Betriebswirtschaftslehre;;2;1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);Nein;Ja;Nein;Ja;Nein;Nein;
254;01.01.80 00:00;73;de;1609015740;2;4;2;4;2;5;3;6;2;6;5;2;5;4;6;6;4;4;2;4;3;5;4;5;4;5;4;5;5;3;5;4;5;4;4;5;6;3;6;2;5;3;6;2;5;2;6;6;6;7;7;6;6;5;4;3;7 (ich stimme voll und ganz zu);2;4;4;5;6;5;2;6;6;6;7;7;7;6;6;21;Weiblich;Angewandte Informatik/ Systems Engineering;;2;1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);Nein;Ja;Nein;Ja;Ja;Nein;
255;01.01.80 00:00;74;de;2034189600;2;5;1 (ich stimme garnicht zu);4;4;4;2;3;4;6;3;2;4;2;2;2;4;5;5;4;5;3;3;5;6;3;4;4;6;5;4;3;6;5;4;5;2;6;1 (ich stimme garnicht zu);4;3;6;2;2;5;6;4;6;4;1;2;3;4;5;4;2;5;4;4;3;2;3;5;3;5;4;5;4;4;3;4;5;20;Männlich;Betriebswirtschaftslehre;;2;3;1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);Nein;Ja;Nein;Ja;Nein;Nein;
259;01.01.80 00:00;75;de;260750942;6;1 (ich stimme garnicht zu);6;3;5;4;4;2;5;4;5;5;5;6;6;6;4;4;3;3;4;4;4;4;4;4;5;4;3;4;2;3;4;3;4;4;1 (ich stimme garnicht zu);2;2;3;3;3;2;3;2;2;3;3;2;2;4;2;2;4;6;1 (ich stimme garnicht zu);6;2;6;2;5;1 (ich stimme garnicht zu);6;1 (ich stimme garnicht zu);5;5;6;4;4;6;5;4;26;Weiblich;Wirtschaftsinformatik;;4;2;1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);Nein;Ja;Nein;Nein;Ja;Nein;
260;01.01.80 00:00;76;de;1748031537;7 (ich stimme voll und ganz zu);6;7 (ich stimme voll und ganz zu);6;6;6;3;4;4;5;4;5;4;5;1;4;4;2;4;6;1 (ich stimme garnicht zu);4;4;4;3;6;2;5;3;1;3;2;5;1;5;7;4;6;5;3;2;5;3;3;6;5;7;5;6;7;1;5;2;5;6;6;4;3;6;3;3;6;5;3;5;5;5;6;7;6;4;2;20;Männlich;Wirtschaftsinformatik;;2;1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);Nein;Ja;Nein;Ja;Ja;Nein;
262;01.01.80 00:00;77;de;594193481;4;4;3;3;4;3;3;3;5;5;3;4;5;4;4;3;3;2;1 (ich stimme garnicht zu);6;2;3;3;3;2;5;3;6;4;2;4;1;2;3;3;5;4;2;5;2;5;2;5;3;4;3;4;5;4;5;7;3;4;5;4;2;5;2;5;2;4;4;4;4;5;5;5;7;4;4;7;4;20;Männlich;Angewandte Informatik/ Systems Engineering;;4;1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);Nein;Ja;Ja;Nein;Ja;Nein;
269;01.01.80 00:00;78;de;1205625030;4;3;4;6;4;2;2;4;2;6;5;5;4;4;3;7;3;3;3;3;4;5;5;5;4;5;6;4;3;4;5;5;4;3;3;3;4;2;6;3;4;2;4;2;4;2;6;6;5;6;4;4;6;6;2;2;3;3;4;3;4;2;3;4;4;4;5;4;5;4;5;3;19;Männlich;Angewandte Informatik/ Systems Engineering;;2;2;2;2;5;Nein;Ja;Nein;Nein;Ja;Nein;
272;01.01.80 00:00;79;de;356900517;5;3;5;4;5;4;6;4;3;5;6;4;7;7;6;6;6;5;5;4;6;4;6;3;5;4;3;5;7;4;6;5;5;5;6;3;5;5;5;3;5;4;4;2;4;3;6;4;5;6;6;5;5;5;5;2;7 (ich stimme voll und ganz zu);3;3;4;6;1 (ich stimme garnicht zu);5;4;5;7;4;7;5;5;2;1;20;Männlich;Betriebswirtschaftslehre;;2;3;1 (die GUI is mir nicht bekannt);4 (ich habe die GUI schon einige Male verwendet);5;Nein;Ja;Nein;Ja;Ja;Nein;
273;01.01.80 00:00;80;de;501690334;5;2;5;1 (ich stimme garnicht zu);5;3;5;1 (ich stimme garnicht zu);6;3;5;6;5;5;4;5;5;5;5;4;5;2;5;2;5;4;5;2;4;5;5;4;4;5;4;3;7 (ich stimme voll und ganz zu);1 (ich stimme garnicht zu);7 (ich stimme voll und ganz zu);1 (ich stimme garnicht zu);5;2;7 (ich stimme voll und ganz zu);1 (ich stimme garnicht zu);5;1 (ich stimme garnicht zu);6;6;5;6;4;5;5;5;7 (ich stimme voll und ganz zu);1 (ich stimme garnicht zu);7 (ich stimme voll und ganz zu);1 (ich stimme garnicht zu);5;3;6;1 (ich stimme garnicht zu);6;6;6;7;7;7;5;5;6;6;19;Weiblich;Betriebswirtschaftslehre;;2;1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);Nein;Ja;Nein;Ja;Ja;Nein;
275;01.01.80 00:00;81;de;560310647;3;5;2;7 (ich stimme voll und ganz zu);3;3;3;5;2;7 (ich stimme voll und ganz zu);3;3;2;6;3;6;2;6;4;5;3;6;4;4;2;3;2;6;5;3;5;3;5;6;7;7;3;2;5;5;4;3;3;5;2;6;5;2;5;2;5;7;7;6;5;2;5;6;5;5;5;3;6;4;6;6;5;6;7;6;6;6;20;Männlich;Betriebswirtschaftslehre;;2;1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);Ja;Nein;Nein;Ja;Nein;Nein;
276;01.01.80 00:00;82;de;694950339;6;2;3;2;6;3;5;5;6;7 (ich stimme voll und ganz zu);6;4;6;6;4;4;2;2;5;4;3;4;3;6;2;5;6;6;3;2;7;2;4;2;1;1;5;1 (ich stimme garnicht zu);2;1 (ich stimme garnicht zu);3;4;4;2;2;5;2;7;3;3;1;1;1;1;1 (ich stimme garnicht zu);6;2;5;1 (ich stimme garnicht zu);6;3;6;3;2;2;7;1;5;1;2;4;6;20;Männlich;Angewandte Informatik/ Systems Engineering;;3;5;1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);Nein;Ja;Ja;Nein;Ja;Nein;
277;01.01.80 00:00;83;de;650941065;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;5;2;3;2;2;3;2;2;3;3;3;4;4;5;4;4;4;5;4;4;4;4;4;4;4;3;4;3;3;4;4;4;4;5;5;4;4;5;4;5;4;4;4;4;5;4;4;4;5;4;6;5;6;5;5;19;Weiblich;Betriebswirtschaftslehre;;4;1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);Nein;Ja;Nein;Ja;Nein;Nein;
278;01.01.80 00:00;84;de;1325122149;5;2;7 (ich stimme voll und ganz zu);1 (ich stimme garnicht zu);5;2;6;2;7 (ich stimme voll und ganz zu);2;5;5;6;7;3;2;1;1;5;2;6;2;7 (ich stimme voll und ganz zu);2;5;3;6;2;5;6;5;5;5;6;3;5;3;1 (ich stimme garnicht zu);6;1 (ich stimme garnicht zu);5;2;4;2;6;1 (ich stimme garnicht zu);4;7;2;7;1;1;1;1;4;3;6;2;5;2;6;3;6;3;5;6;6;5;3;5;3;2;21;Männlich;Wirtschaftsinformatik;;4;1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);Ja;Ja;Nein;Nein;Nein;Nein;
279;01.01.80 00:00;85;de;743750354;5;3;4;3;5;4;5;3;6;6;5;5;6;5;3;4;4;3;3;4;4;4;4;4;3;5;5;4;4;4;3;4;3;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;3;5;4;3;4;5;4;5;5;4;5;5;5;4;4;5;4;4;4;4;4;4;4;4;28;Männlich;Angewandte Informatik/ Systems Engineering;;6;1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);Nein;Ja;Nein;Nein;Ja;Nein;
282;01.01.80 00:00;86;de;295740728;7 (ich stimme voll und ganz zu);2;6;1 (ich stimme garnicht zu);6;2;5;2;6;5;6;5;7;7;6;7;5;7;7 (ich stimme voll und ganz zu);1 (ich stimme garnicht zu);7 (ich stimme voll und ganz zu);1 (ich stimme garnicht zu);7 (ich stimme voll und ganz zu);2;6;1 (ich stimme garnicht zu);6;2;7;7;7;7;7;7;6;4;6;3;6;1 (ich stimme garnicht zu);6;2;6;1 (ich stimme garnicht zu);6;2;6;5;7;6;6;6;6;6;6;1 (ich stimme garnicht zu);6;1 (ich stimme garnicht zu);6;1 (ich stimme garnicht zu);6;1 (ich stimme garnicht zu);6;1 (ich stimme garnicht zu);7;7;7;7;7;7;5;1;22;Männlich;Wirtschaftsinformatik;;2;1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);4 (ich habe die GUI schon einige Male verwendet);1 (die GUI is mir nicht bekannt);Nein;Ja;Nein;Nein;Ja;Nein;
286;01.01.80 00:00;87;de;406058730;3;5;3;3;3;4;2;4;3;5;5;3;2;2;5;5;3;4;4;3;5;5;3;3;3;3;2;3;5;3;5;3;5;5;5;3;5;3;5;3;6;3;5;3;5;4;6;5;6;6;6;6;3;6;6;3;6;4;3;3;4;5;5;3;6;7;7;6;6;7;3;6;20;Männlich;Betriebswirtschaftslehre;;2;2;2;3;3;Nein;Ja;Nein;Nein;Ja;Nein;
287;01.01.80 00:00;88;de;600018617;2;4;3;4;4;3;3;4;3;4;4;2;4;6;2;2;6;5;3;3;5;2;4;3;5;2;5;4;5;5;5;4;3;3;5;5;2;4;3;4;3;4;3;3;3;4;3;2;3;6;2;3;5;5;4;2;5;2;5;2;6;2;5;2;5;6;6;5;3;4;4;4;21;Männlich;Angewandte Informatik/ Systems Engineering;;3;1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);Ja;Ja;Nein;Ja;Nein;Nein;
289;01.01.80 00:00;89;de;1920361574;4;5;3;4;4;4;4;5;2;5;3;3;3;5;3;3;3;3;5;3;4;5;5;4;4;4;4;5;6;6;6;6;5;6;6;5;2;6;3;5;4;6;3;6;3;5;3;2;3;2;2;3;3;2;6;2;6;3;6;2;6;2;6;2;5;6;6;6;4;5;4;4;19;Männlich;Betriebswirtschaftslehre;;2;2;1 (die GUI is mir nicht bekannt);2;2;Nein;Ja;Nein;Ja;Nein;Nein;
290;01.01.80 00:00;90;de;288909267;5;3;3;5;6;5;5;5;4;4;7;6;2;6;7;3;5;4;4;6;2;4;3;4;2;7 (ich stimme voll und ganz zu);6;5;4;2;2;2;4;5;4;1;3;5;3;5;6;2;4;3;3;5;5;5;6;5;6;6;5;6;2;5;2;2;5;5;4;5;4;3;7;5;4;6;3;5;6;4;19;Weiblich;Angewandte Informatik/ Systems Engineering;;2;1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);7 (ich kenne mich sehr gut mit der GUI aus);1 (die GUI is mir nicht bekannt);Nein;Nein;Nein;Nein;Ja;Nein;
291;01.01.80 00:00;91;de;1109798322;6;4;3;6;6;3;5;4;4;6;6;3;5;5;3;4;4;4;4;3;5;3;3;4;5;4;4;5;3;6;3;3;3;3;3;6;4;3;5;4;4;3;5;5;4;5;6;5;6;5;5;4;4;3;5;3;5;4;4;3;5;6;4;4;5;5;5;5;5;5;5;5;34;Männlich;Angewandte Informatik/ Systems Engineering;;2;2;1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);Ja;Ja;Nein;Ja;Ja;Ja;
292;01.01.80 00:00;92;de;1036428757;3;4;3;5;5;3;4;5;4;5;4;4;6;3;4;4;2;2;3;3;4;4;2;3;3;3;4;4;5;4;5;5;5;5;5;5;5;2;5;2;5;4;6;3;5;4;6;5;6;5;4;5;5;4;5;2;5;2;5;4;5;3;5;3;6;6;4;5;5;5;5;6;25;Männlich;Angewandte Informatik/ Systems Engineering;;1;1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);Nein;Ja;Nein;Ja;Nein;Nein;
295;01.01.80 00:00;93;de;709214130;4;6;5;7 (ich stimme voll und ganz zu);4;6;7 (ich stimme voll und ganz zu);6;7 (ich stimme voll und ganz zu);5;3;7;5;6;6;6;5;5;7 (ich stimme voll und ganz zu);2;2;5;3;6;2;5;5;4;5;3;5;4;6;7;4;7;4;6;3;5;7 (ich stimme voll und ganz zu);5;3;4;3;3;5;3;7;6;5;5;4;5;7 (ich stimme voll und ganz zu);4;4;2;6;7 (ich stimme voll und ganz zu);7 (ich stimme voll und ganz zu);3;4;3;5;6;2;6;6;6;4;7;19;Männlich;Betriebswirtschaftslehre;;2;2;1 (die GUI is mir nicht bekannt);3;1 (die GUI is mir nicht bekannt);Nein;Ja;Nein;Ja;Ja;Nein;
299;01.01.80 00:00;94;de;1411275347;5;3;5;2;5;3;6;4;5;4;6;6;6;4;5;5;6;4;2;5;2;6;4;5;3;3;3;6;1;2;3;3;1;2;2;2;4;6;2;6;4;5;3;5;3;6;4;3;4;3;6;7;3;6;7 (ich stimme voll und ganz zu);2;6;3;7 (ich stimme voll und ganz zu);2;6;6;5;4;6;7;7;6;7;7;7;7;0;Weiblich;Angewandte Informatik/ Systems Engineering;;1;1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);Ja;Ja;Nein;Ja;Nein;Nein;
300;01.01.80 00:00;95;de;482576328;7 (ich stimme voll und ganz zu);2;6;5;7 (ich stimme voll und ganz zu);2;5;2;7 (ich stimme voll und ganz zu);4;6;5;7;6;5;6;5;7;3;6;2;7 (ich stimme voll und ganz zu);3;5;2;6;4;6;4;3;4;2;1;1;2;4;6;2;5;4;6;3;4;6;5;4;5;4;4;4;4;4;5;6;4;2;3;4;4;2;4;5;5;4;5;4;6;6;6;6;6;7;19;Männlich;Wirtschaftsinformatik;;4;1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);Nein;Ja;Nein;Ja;Nein;Nein;
301;01.01.80 00:00;96;de;1683753089;5;2;3;4;5;3;5;5;4;5;3;4;5;4;5;5;4;5;3;3;2;5;4;3;2;3;2;2;3;4;5;4;2;3;3;3;2;3;3;6;3;3;1 (ich stimme garnicht zu);5;2;5;3;1;4;3;2;5;2;2;4;2;2;2;2;2;5;1 (ich stimme garnicht zu);4;3;3;3;3;4;3;4;2;2;23;Männlich;Angewandte Informatik/ Systems Engineering;;10;1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);Nein;Ja;Nein;Nein;Ja;Nein;
303;01.01.80 00:00;97;de;1472385339;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;5;4;4;4;3;3;5;5;3;6;4;3;6;3;4;6;2;4;4;5;3;5;3;4;4;5;3;6;5;5;6;5;6;20;Männlich;Betriebswirtschaftslehre;;2;2;1 (die GUI is mir nicht bekannt);4 (ich habe die GUI schon einige Male verwendet);4 (ich habe die GUI schon einige Male verwendet);Nein;Ja;Nein;Ja;Nein;Nein;
304;01.01.80 00:00;98;de;909154657;3;4;4;2;3;4;3;5;4;4;3;2;3;2;2;2;2;4;4;4;4;2;3;4;2;5;5;2;4;2;3;3;2;3;4;4;5;5;5;2;5;3;3;4;5;4;3;2;4;4;2;4;2;3;6;1 (ich stimme garnicht zu);5;1 (ich stimme garnicht zu);5;2;7 (ich stimme voll und ganz zu);3;6;2;7;7;6;7;5;6;3;5;24;Männlich;Wirtschaftsinformatik;;2;4 (ich habe die GUI schon einige Male verwendet);1 (die GUI is mir nicht bekannt);2;1 (die GUI is mir nicht bekannt);Ja;Ja;Nein;Ja;Nein;Nein;
308;01.01.80 00:00;99;de;1432160051;7 (ich stimme voll und ganz zu);6;5;6;7 (ich stimme voll und ganz zu);7 (ich stimme voll und ganz zu);5;5;7 (ich stimme voll und ganz zu);7 (ich stimme voll und ganz zu);5;5;5;5;4;5;5;4;5;6;4;3;5;5;4;5;5;6;5;3;7;5;6;4;5;4;4;6;6;6;6;6;5;6;6;3;6;6;6;5;6;6;6;6;6;6;5;6;6;5;5;6;5;5;6;6;4;5;5;6;6;7;21;Männlich;Angewandte Informatik/ Systems Engineering;;2;2;1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);Nein;Ja;Nein;Nein;Ja;Nein;
311;01.01.80 00:00;100;de;660030870;4;3;4;5;4;4;4;4;5;5;5;5;5;5;5;5;4;5;4;4;4;5;4;4;3;4;4;4;4;4;4;4;4;3;4;3;4;4;4;4;5;4;3;4;5;4;5;5;4;4;4;5;5;4;4;4;4;5;5;4;4;5;4;5;5;7;6;5;5;5;4;5;20;Weiblich;Betriebswirtschaftslehre;;2;2;2;4 (ich habe die GUI schon einige Male verwendet);1 (die GUI is mir nicht bekannt);Nein;Ja;Nein;Ja;Nein;Nein;iPad 
321;01.01.80 00:00;101;de;325011656;6;4;5;3;2;5;6;4;5;4;4;4;4;2;3;5;5;6;7 (ich stimme voll und ganz zu);3;5;3;4;4;4;3;4;4;5;4;2;5;6;7;6;5;6;2;6;2;6;2;6;2;6;4;6;6;6;7;7;7;2;3;6;1 (ich stimme garnicht zu);6;1 (ich stimme garnicht zu);6;2;7 (ich stimme voll und ganz zu);2;6;3;6;6;6;7;6;7;1;2;25;Weiblich;Betriebswirtschaftslehre;;2;6;1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);Ja;Ja;Nein;Ja;Ja;Nein;
327;01.01.80 00:00;102;de;566951199;6;1 (ich stimme garnicht zu);5;2;6;3;4;2;5;2;6;5;6;6;6;7;5;5;6;2;5;2;5;3;5;2;5;3;5;6;6;7;5;6;5;4;5;4;4;2;6;4;4;2;5;2;6;4;6;6;7;6;4;5;6;2;5;2;5;1 (ich stimme garnicht zu);5;2;5;2;5;4;5;5;5;6;5;6;18;Männlich;Wirtschaftsinformatik;;2;1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);Nein;Ja;Nein;Ja;Nein;Nein;
328;01.01.80 00:00;103;de;1158047537;7 (ich stimme voll und ganz zu);1 (ich stimme garnicht zu);7 (ich stimme voll und ganz zu);1 (ich stimme garnicht zu);7 (ich stimme voll und ganz zu);1 (ich stimme garnicht zu);7 (ich stimme voll und ganz zu);1 (ich stimme garnicht zu);7 (ich stimme voll und ganz zu);2;7;7;7;7;4;7;1;1;4;4;4;4;4;4;4;4;4;4;1;1;1;1;4;4;1;1;4;7 (ich stimme voll und ganz zu);2;1 (ich stimme garnicht zu);5;4;1 (ich stimme garnicht zu);7 (ich stimme voll und ganz zu);5;5;4;1;1;5;7;7;1;1;7 (ich stimme voll und ganz zu);1 (ich stimme garnicht zu);7 (ich stimme voll und ganz zu);1 (ich stimme garnicht zu);7 (ich stimme voll und ganz zu);1 (ich stimme garnicht zu);7 (ich stimme voll und ganz zu);1 (ich stimme garnicht zu);7 (ich stimme voll und ganz zu);1 (ich stimme garnicht zu);7;7;7;7;4;7;1;1;28;Männlich;Wirtschaftsinformatik;;14;1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);4 (ich habe die GUI schon einige Male verwendet);1 (die GUI is mir nicht bekannt);Nein;Ja;Nein;Ja;Nein;Nein;
339;01.01.80 00:00;104;de;1218156149;2;5;2;5;2;5;2;5;2;6;2;3;3;1;2;3;5;7;1 (ich stimme garnicht zu);7 (ich stimme voll und ganz zu);1 (ich stimme garnicht zu);6;2;6;2;6;2;7 (ich stimme voll und ganz zu);2;1;3;1;1;4;4;6;6;2;5;2;5;2;5;2;5;2;5;5;5;4;4;6;4;2;5;2;5;3;6;2;5;3;4;3;6;6;6;7;5;6;6;6;27;Männlich;Betriebswirtschaftslehre;;8;1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);Nein;Ja;Nein;Ja;Nein;Nein;
341;01.01.80 00:00;105;de;604565950;2;3;2;7 (ich stimme voll und ganz zu);3;6;2;7 (ich stimme voll und ganz zu);2;7 (ich stimme voll und ganz zu);4;1;4;1;1;4;4;4;5;2;5;4;4;3;6;2;4;6;5;5;5;5;3;6;2;4;5;4;2;5;4;3;3;5;2;6;5;4;5;6;4;5;6;5;4;4;3;5;4;4;5;5;3;5;5;4;5;5;6;6;6;7;22;Weiblich;Betriebswirtschaftslehre;;2;1 (die GUI is mir nicht bekannt);1 (die GUI is mir nicht bekannt);5;1 (die GUI is mir nicht bekannt);Nein;Ja;Nein;Ja;Ja;Nein;
